text,category
"enron in action 09 . 25 . 00 enron in action 09 . 25 . 00 chairman ' s award last chance to nominate your everyday hero ! make sure someone you appreciate at work receives the recognition they deserve for their daily demonstration of our values . . . respect , integrity , communication and excellence . you can check out business unit nomination statistics or download a nomination form at http home . enron . com . you can also visit our table at the big e cafe this friday . nominations close october lst ! ! ! race for the cure ! enron is gearing up for the komen race for the cure on october 7 . if you would like to participate , please contact alice hritz at 713 - 345 - 5543 or visit http home . enron . com 84 erc index . htm big e cafe ! celebrate hispanic heritage month in antioch park this friday , september 29 th ! get lunch for 5 catered by escalantes mexican grille , which includes beef , chicken or vegetarians fajitas , rice beans , chips salsa , churros for dessert and iced tea ",Meeting
"meeting meeting tracy , confirming the meeting tomorrow , thursday , 1 30 p . m . vince kaminski",Meeting
"believed xanaax , tussioneex , clal 1 is , 11 agrra , all 1 um , ambl 1 en , adlpex from 65 line girl otherwise believed xanaax , tussioneex , clal 1 is , 11 agrra , all 1 um , ambl 1 en , adlpex from 65 line girl otherwise climb call yes , xanaax , alium , cialiis , iaagra , ambieen all popular medssno long questioning form , you pay we shiip out today eyesworldwide shippiing aunt prom 0 tion running now aliuum from 70 ambiien from 68 ciaaliis from 96 iaagra from 64 xanaax from 75 quickly while late taken began shes breath blue warm '",Spam
? utf - 8 ? q ? replica watches ? ? utf - 8 ? q ? replica watches ? genuine reproductions wrist watches i have next trade names available likewise bvlgari vacheron constantin blancpain alain silberstein tudor,Spam
"re trading track information re trading track information tom wilbeck enron 01 19 2001 03 23 pm to jeffrey c gossett hou ect ect cc subject trading track information as you know , we are working on an on - boarding process to get the trading track participants up to speed as quickly as possible in each of their respective rotations . one of the methods of doing this is to have each rotational supervisor you ' re one of them put a few points together to present to each participant on the first day of their rotation with you or someone in your group . for example what does you group do as a whole ? the risk management group is responsible for providing information to the trading floor . that information consists of positions , p l , and other general information which may be needed by the floor throughout the day . the information must be 100 accurate 100 of the time as the gas floor is taking positions based on the information they are given . in addition , all reports go to sr . manage",Job
"re intern acceptances and declines re intern acceptances and declines i agree . i will coordinate with kristin for the associates and make it happen . once i have a date in mind i will let you know . the latest start date for interns is june 4 , so i will try to schedule it for the last week in june or very early in july . thank you ! lexi from sally beck ect 04 04 2001 08 27 am to lexi elliott na enron enron cc richard causey corp enron enron subject re intern acceptances and declines last summer we hosted a lunch for summer interns right at the end of their assignments with us . we had other ut alums attend the lunch . feedback from the summer interns was favorable . their key comment , though , was that it would have been great to have had that get together earlier in the summer so that the interns could have networked with other enron ut alums throughout the summer . can we plan something for the ut interns earlier this summer ? it would probably work well to include the summer ass",Internship
"gpg organization announcement gpg organization announcement - - - - - - - - - - - - - - - - - - - - - - forwarded by audrey robertson et s enron on 07 17 2000 12 50 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from dave schafer 07 17 2000 10 33 am sent by lisa costello to ricki winters et s enron enron , audrey robertson et s enron enron , linda wehring et s enron enron , amelia williams fgt enron enron , melinda gallishaw ots enron enron , tammy kovalcik fgt enron enron , alicia lenderman fgt enron enron , zelda paschal fgt enron enron , maria perales et s enron enron , cynthia mayes npng enron enron , sarita garza fgt enron enron , janice hogan gpgfin enron enron , kathy campos gpgfin enron enron , judy kudym et s enron enron , sandra keiderling npng enron enron , alliece morris ots enron enron , rita houser gpgfin enron enron , connie alvis npng enron enron , susan gensichen npng enron enron , darla steffes npng enron enron , martha benner et s enron enron , julie mccoy ",Other
Exciting investment opportunity act now before it is too late.,Spam
request submitted access request for kenneth . lim enron . com request submitted access request for kenneth . lim enron . com you have received this email because you are listed as a security approver . please click approval to review and act upon this request . request id 000000000007588 request create date 11 16 00 11 17 54 am requested for kenneth . lim enron . com resource name eol us backoffice stack manager resource type applications,Job
"triple your index annuity sales triple your index annuity sales as a unique promotional opportunity , there is currently no charge for our big - hitter sales tool combination for the first 199 respondents only . this magic solution is already responsible for countless millions of dollars in index annuity premium and agent sales commissions . you honestly will not believe how simple and easy this makes selling index annuities . it is literally like falling off a log . as one rep stated , you don ' t even have to do anything different than you already are doing . . . it just kind of happens . . . kicks - in and starts generating new clients and uncovering assets just like magic ! to claim your free report and bonus audiotape , simply call our 24 - hour automated response line ! simple and painless . call anytime but be one of the first 199 , the response line is fully automated and works 24 7 . or , you can quickly fill out the form below . call today to receive this free report and audi",Spam
